L0,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,size,covered
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,magnetic resonance image artifact,suboptimal gradient artifact,gradient amplifier saturation,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,magnetic resonance image artifact,suboptimal gradient artifact,eddy currents,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,magnetic resonance image artifact,non-uniform signal intensity artifact,surface coil sensitivity artifact,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,magnetic resonance image artifact,non-uniform signal intensity artifact,receiver coil-transmitter coil coupling,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,magnetic resonance image artifact,non-uniform signal intensity artifact,conductivity artifact,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,magnetic resonance image artifact,non-uniform signal intensity artifact,standing wave-related effect,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,magnetic resonance image artifact,non-uniform signal intensity artifact,low-pass frequency filter artifact,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,magnetic resonance image artifact,non-uniform signal intensity artifact,misalignment of planes of excitation and refocusing pulses,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,magnetic resonance image artifact,non-uniform signal intensity artifact,non-uniform slice thickness,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,magnetic resonance image artifact,non-uniform signal intensity artifact,non-uniformity in real images,phase non-uniformity,phase non-uniformity arising from phase sensitivity of coil,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,magnetic resonance image artifact,non-uniform signal intensity artifact,non-uniformity in real images,phase non-uniformity,phase non-uniformity arising from static field inhomogeneity,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,magnetic resonance image artifact,non-uniform signal intensity artifact,non-uniformity in real images,incorrect compensation of readout gradient,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,motion related artifact,smearing,,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,motion related artifact,ghost,,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,motion related artifact,macroscopic motion artifact,,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,motion related artifact,microscopic motion artifact,,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,motion related artifact,within-view motion artifact,,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,motion related artifact,between-view motion artifact,,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,motion related artifact,flow-related artifact,laminar flow artifact,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,motion related artifact,flow-related artifact,flow separation with recirculation zones,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,motion related artifact,flow-related artifact,turbulent flow artifact,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,motion related artifact,flow-related artifact,time of flight artifact,entry of unsaturated spins into volume,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,motion related artifact,flow-related artifact,time of flight artifact,exit of excited spins from volume,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,motion related artifact,flow-related artifact,flow-induced (within-view) phase changes,intravoxel dephasing,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,motion related artifact,flow-related artifact,view-to-view intensity error,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,motion related artifact,flow-related artifact,even echo rephrasing,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,motion related artifact,flow-related artifact,diastolic pseudogating,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,motion related artifact,flow-related artifact,flow-related ghost artifact,quadrature imbalance artifact,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,motion related artifact,flow-related artifact,flow-related ghost artifact,stimulated echo ghost artifact,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,motion related artifact,flow-related artifact,flow-related ghost artifact,gradient digitization error artifact,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,motion related artifact,flow-related artifact,flow-related ghost artifact,N/2 ghost artifact,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,motion related artifact,flow-related artifact,flow-related ghost artifact,segmented K-space ghost artifact,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,magnetic resonance image artifact,parallel imaging artifact,half field-of-view ghost artifact,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,magnetic resonance image artifact,parallel imaging artifact,image center noise,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,magnetic resonance image artifact,edge or boundary artifact,bounce point artifact,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,magnetic resonance image artifact,edge or boundary artifact,motion shear contour artifact,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,magnetic resonance image artifact,edge or boundary artifact,truncation artifact,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,magnetic resonance image artifact,edge or boundary artifact,edge blurring artifact,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,magnetic resonance image artifact,edge or boundary artifact,edge smearing artifact,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,magnetic resonance image artifact,edge or boundary artifact,edge enhancement artifact,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,partial volume averaging,partial volume averaging between slices,,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,partial volume averaging,partial volume averaging within slices,,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,magnetic resonance image artifact,magic angle artifact,,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,magnetic resonance image artifact,off-resonance effect,banding artifact,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,magnetic resonance image artifact,off-resonance effect,accentuation of pulsatile flow artifact,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,noise artifact,saturation artifact,,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,magnetic resonance image artifact,slice cross talk artifact,,,,1,0
RadLex entity,property,imaging procedure property,imaging error,image defect,artifact,magnetic resonance image artifact,fine line artifact,,,,1,0
RadLex entity,property,interventional outcome,technical success,anatomic success,,,,,,,1,0
RadLex entity,property,interventional outcome,technical success,hemodynamic success,,,,,,,1,0
RadLex entity,property,interventional outcome,clinical success,complete clinical success,,,,,,,1,0
RadLex entity,property,interventional outcome,clinical success,partial clinical success,,,,,,,1,0
RadLex entity,property,interventional outcome,technique effectiveness,primary effectiveness,,,,,,,1,0
RadLex entity,property,interventional outcome,technique effectiveness,secondary effectiveness,,,,,,,1,0
RadLex entity,property,patency,primary patency,,,,,,,,1,0
RadLex entity,property,patency,assisted primary patency,,,,,,,,1,0
RadLex entity,property,patency,secondary patency,,,,,,,,1,0
RadLex entity,property,interventional outcome,therapeutic response,complete imaging response,,,,,,,1,0
RadLex entity,property,interventional outcome,therapeutic response,residual disease,,,,,,,1,0
RadLex entity,property,interventional outcome,therapeutic response,partial response,,,,,,,1,0
RadLex entity,property,interventional outcome,therapeutic response,stable disease,,,,,,,1,0
RadLex entity,clinical finding,pathophysiologic finding,disease progression,progressive disease,,,,,,,1,0
RadLex entity,clinical finding,pathophysiologic finding,disease progression,same organ disease progression,,,,,,,1,0
RadLex entity,clinical finding,pathophysiologic finding,disease progression,different organ disease progression,,,,,,,1,0
RadLex entity,clinical finding,pathophysiologic finding,disease progression,local tumor progression,,,,,,,1,0
RadLex entity,property,interventional outcome,therapeutic response,regression,,,,,,,1,0
RadLex entity,property,interventional outcome,side effect,postembolization syndrome,,,,,,,1,0
RadLex entity,property,interventional outcome,morbidity,complication,infectious complication,abscess complication,,,,,1,0
RadLex entity,property,interventional outcome,morbidity,complication,infectious complication,sepsis complication,,,,,1,0
RadLex entity,property,interventional outcome,morbidity,complication,medication-related complication,allergic or anaphylactoid reaction,,,,,1,0
RadLex entity,property,interventional outcome,morbidity,complication,medication-related complication,idiosyncratic reaction,,,,,1,0
RadLex entity,property,interventional outcome,morbidity,complication,cardiovascular complication,myocardial infarction complication,,,,,1,0
RadLex entity,property,interventional outcome,morbidity,complication,cardiovascular complication,angina complication,,,,,1,0
RadLex entity,property,interventional outcome,morbidity,complication,cardiovascular complication,coronary ischemia complication,,,,,1,0
RadLex entity,property,interventional outcome,morbidity,complication,cardiovascular complication,hypotension complication,,,,,1,0
RadLex entity,property,interventional outcome,morbidity,complication,cardiovascular complication,vagal reaction complication,,,,,1,0
RadLex entity,property,interventional outcome,morbidity,complication,death complication,death related to procedure,,,,,1,0
RadLex entity,property,interventional outcome,morbidity,complication,death complication,death unrelated to procedure,,,,,1,0
RadLex entity,property,interventional outcome,morbidity,complication,bleeding complication,hematoma complication,,,,,1,0
RadLex entity,property,interventional outcome,morbidity,complication,puncture site complication,,,,,,1,0
RadLex entity,property,interventional outcome,morbidity,complication,neurologic complication,lumbar radiculopathy complication,,,,,1,0
RadLex entity,property,interventional outcome,morbidity,complication,neurologic complication,stroke complication,,,,,1,0
RadLex entity,property,interventional outcome,morbidity,complication,pulmonary complication,pleural effusion complication,,,,,1,0
RadLex entity,property,interventional outcome,morbidity,complication,pulmonary complication,pneumothorax complication,,,,,1,0
RadLex entity,property,interventional outcome,morbidity,complication,pulmonary complication,pulmonary embolism complication,,,,,1,0
RadLex entity,property,interventional outcome,morbidity,complication,renal complication,renal failure complication,,,,,1,0
RadLex entity,property,interventional outcome,morbidity,complication,renal complication,renal infarct complication,,,,,1,0
RadLex entity,property,interventional outcome,morbidity,complication,device-related complication,skin burn complication,,,,,1,0
RadLex entity,property,interventional outcome,morbidity,complication,tumor-related complication,tumor seeding complication,,,,,1,0
RadLex entity,property,interventional outcome,morbidity,complication,urinary complication,urinary fistula complication,,,,,1,0
RadLex entity,property,interventional outcome,morbidity,complication,urinary complication,hematuria complication,,,,,1,0
RadLex entity,property,interventional outcome,morbidity,complication,unintended perforation of hollow viscus complication,,,,,,1,0
RadLex entity,property,interventional outcome,morbidity,complication,stricture complication,,,,,,1,0
RadLex entity,property,interventional outcome,response to treatment,response to vascular treatment,response to embolization,absence of flow,,,,,1,0
RadLex entity,property,interventional outcome,response to treatment,response to vascular treatment,response to embolization,stasis in target vessel,,,,,1,0
RadLex entity,property,interventional outcome,response to treatment,response to vascular treatment,response to embolization,absence of bleeding,,,,,1,0
RadLex entity,property,interventional outcome,response to treatment,response to vascular treatment,patent vessel,,,,,,1,0
RadLex entity,property,interventional outcome,response to treatment,response to vascular treatment,satisfactory inflow and outflow,,,,,,1,0
RadLex entity,property,interventional outcome,response to treatment,response to vascular treatment,satisfactory outflow vessel,,,,,,1,0
RadLex entity,property,interventional outcome,response to treatment,response to vascular treatment,absence of thrombus,,,,,,1,0
RadLex entity,property,interventional outcome,response to treatment,response to vascular treatment,satisfactory hemodynamic flow,,,,,,1,0
RadLex entity,property,interventional outcome,response to treatment,response to non-vascular treatment,satisfactory drainage from catheter,,,,,,1,0
RadLex entity,property,interventional outcome,response to treatment,response to non-vascular treatment,alleviation of obstruction or dilation of obstructed system on contrast injection,,,,,,1,0
RadLex entity,property,interventional outcome,response to treatment,response to non-vascular treatment,diagnostic tissue obtained on biopsy,,,,,,1,0
RadLex entity,property,interventional outcome,response to treatment,response to non-vascular treatment,passage of drainage catheter beyond obstruction,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,iodinated contrast agent,monomeric iodinated contrast agent,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,barium contrast agent,barium sulfate suspension,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,gas contrast,air contrast,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,gas contrast,carbon dioxide contrast,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,gas contrast,Helium contrast,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,gas contrast,Xenon contrast,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,water contrast,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,oil contrast,mineral oil contrast,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,oil contrast,oil emulsion contrast,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,microbubbles contrast,nonencapsulated microbubbles,encapsulated microbubbles,encapsulated air microbubbles,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,microbubbles contrast,nonencapsulated microbubbles,encapsulated microbubbles,encapsulated perfluorocarbon microbubbles,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,microbubbles contrast,nonencapsulated microbubbles,targeted microbubbles,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,microbubbles contrast,nonencapsulated microbubbles,drug delivery microbubbles,,,,,1,0
RadLex entity,property,imaging procedure property,interventional procedure attribute,microbubble transpulmonary characteristics,non-transpulmonary microbubbles,,,,,,1,0
RadLex entity,property,imaging procedure property,interventional procedure attribute,microbubble transpulmonary characteristics,transpulmonary blood pool microbubbles,,,,,,1,0
RadLex entity,property,imaging procedure property,interventional procedure attribute,microbubble transpulmonary characteristics,transpulmonary microbubbles with organ specific phase,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,paramagnetic agent,ferric chloride,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,paramagnetic agent,ferric ammonium citrate,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,paramagnetic agent,gadolinium chelate,ionic gadolinium chelate,ionic macrocyclic gadolinium chelate,gadoterate meglumine,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,paramagnetic agent,gadolinium chelate,ionic gadolinium chelate,ionic linear gadolinium chelate,gadopentetate dimeglumine,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,paramagnetic agent,gadolinium chelate,ionic gadolinium chelate,ionic linear gadolinium chelate,ionic linear gadolinium chelate with protein binding,gadobenate dimeglumine,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,paramagnetic agent,gadolinium chelate,ionic gadolinium chelate,ionic linear gadolinium chelate,ionic linear gadolinium chelate with protein binding,gadoxetic acid disodium salt,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,paramagnetic agent,gadolinium chelate,ionic gadolinium chelate,ionic linear gadolinium chelate,ionic linear gadolinium chelate with protein binding,gadofosveset trisodium,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,paramagnetic agent,gadolinium chelate,nonionic gadolinium chelate,nonionic linear gadolinium chelate,gadodiamide,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,paramagnetic agent,gadolinium chelate,nonionic gadolinium chelate,nonionic linear gadolinium chelate,gadoversetamide,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,paramagnetic agent,gadolinium chelate,nonionic macrocyclic gadolinium chelate,gadoteridol,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,paramagnetic agent,gadolinium chelate,nonionic macrocyclic gadolinium chelate,gadobutrol,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,superparamagnetic contrast agent,magnetite albumin microspheres,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,superparamagnetic contrast agent,oral magnetic particles,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,superparamagnetic contrast agent,superparamagnetic iron oxide,ferumoxides,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,superparamagnetic contrast agent,superparamagnetic iron oxide,ferrixan,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,superparamagnetic contrast agent,ultrasmall superparamagnetic iron oxide,ferumoxtran-10,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,combination of oil emulsion and paramagnetic substance,emulsion containing corn oil and ferric ammonium citrate,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,combination of oil emulsion and paramagnetic substance,emulsion containing baby formula with ferrous sulfate,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,clay suspension,attapulgite,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,clay suspension,kaolin-pectate,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,clay suspension,bentonite,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,sucrose polyester,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,perfluorochemical,perfluoroctylbromide,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,blood pool contrast agent,Gadolinium-labeled albumin,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,blood pool contrast agent,Gadolinium-labeled dextran,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,blood pool contrast agent,Chromium-labeled red blood cells,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,tumor-specific agent,monoclonal antibody,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,tumor-specific agent,metalloporphyrin,Manganese (III)TPPS4,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,tumor-specific agent,nitroxide,nitroxide stable free radicals,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,tumor-specific agent,ferrioxamine,ferrioxamine methanesulfonate,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,hepatobiliary contrast agent,Manganese chloride,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,hepatobiliary contrast agent,hepatobiliary chelate,Fe-EHPG,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,hepatobiliary contrast agent,hepatobiliary chelate,Chromium diethyl HIDA meglumine,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,hepatobiliary contrast agent,hepatobiliary chelate,B-19036,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,hepatobiliary contrast agent,hepatobiliary chelate,Manganese(II)-dipyridoxal diphosphate,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,reticuloendothelial contrast agent,Gadolinium oxide,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,contrast agent,reticuloendothelial contrast agent,liposome,,,,,,1,0
RadLex entity,Radlex descriptor,status descriptor,investigational,,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,Carbon-14 urea,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,Cobalt-57 cyanocobalamin,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,Chromium-51 sodium chromate,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,Fluorine-18 fluorodeoxyglucose,,,,,,,1,0
RadLex entity,non-anatomical substance,radioisotope,Gallium-67,,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,Indium-111 chloride,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,Indium-111 oxyquinoline,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,Indium-111 capromab pendetide,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,radiolabeled DTPA,Indium-111 pentetate,Indium-111 Imciromab pentetate,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,Indium-111 pentetreotide,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,Indium-111 satumomab pendetide,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,I-123 sodium iodide,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,I-125 iothalamate,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,radiolabeled human serum albumin,I-125 human serum albumin,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,I-131sodium iodide,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,Tositumomab & Iodine I 131 Tositumomab,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,I-131 iodomethylnorcholesterol,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,radiolabeled metaiodobenzylguanidine,I-131 metaiodobenzylguanidine,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,P-32 chromic phosphate,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,P-32 sodium phosphate,,,,,,,1,0
RadLex entity,non-anatomical substance,radioisotope,Rubidium-82,,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,Samarium-153 Lexidronam,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,Strontium-89,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,Tc-99m pertechnetate,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,Tc-99m apcitide,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,Tc-99m arcitumomab,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,Tc-99m bicisate,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,Tc-99m disofenin,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,Tc-99m exametazine,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,Tc-99m gluceptate,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,radiolabeled human serum albumin,Tc-99m human Serum Albumin,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,Tc-99m fanolesomab,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,Tc-99m macroaggregated albumin,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,Tc-99m mebrofenin,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,Tc-99m mertiatide,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,Tc-99m nofetumomab Merpentan,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,Tc-99m oxidronate,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,Tc-99m Pyrophosphate,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,Tc-99m red blood cells,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,Tc-99m sestamibi,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,Tc-99m succimer,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,Tc-99m sulfur colloid,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,Tc-99m tetrofosmin,,,,,,,1,0
RadLex entity,non-anatomical substance,radioisotope,Thallium-201,,,,,,,,1,0
RadLex entity,non-anatomical substance,pharmaceutical,radiopharmaceutical,Y-90 ibitumomab tiuxetan,,,,,,,1,0
RadLex entity,non-anatomical substance,radioisotope,Xenon-133,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,hydrogen,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,helium,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,lithium,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,beryllium,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,boron,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,carbon,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,nitrogen,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,oxygen,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,fluorine,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,neon,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,sodium,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,magnesium,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,aluminum,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,silicon,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,phosphorus,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,sulfur,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,chlorine,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,argon,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,potassium,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,calcium,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,scandium,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,titanium,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,vanadium,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,chromium,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,manganese,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,iron,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,cobalt,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,nickel,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,copper,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,zinc,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,gallium,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,germanium,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,arsenic,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,selenium,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,bromine,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,krypton,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,rubidium,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,strontium,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,yttrium,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,zirconium,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,niobium,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,molybdenum,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,technetium,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,ruthenium,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,rhodium,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,palladium,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,silver,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,cadmium,,,,,,,,1,0
RadLex entity,non-anatomical substance,chemical element,indium,,,,,,,,1,0
